DATAFLOW,LAST UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2018,92.99,b,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2019,95.20,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2020,93.57,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2021,99.18,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2022,97.64,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2023,99.06,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Luxembourg,2024,98.84,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2013,71.60,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2014,73.38,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2015,76.00,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2016,77.34,b,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2017,78.61,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2018,81.58,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2019,85.45,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2020,89.73,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2021,91.15,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2022,91.39,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2023,93.07,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Latvia,2024,94.33,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2017,70.57,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2018,72.18,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2019,74.25,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2020,80.26,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2021,80.76,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2022,80.96,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2023,81.28,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Montenegro,2024,84.50,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2013,65.08,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2014,68.34,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2015,69.38,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2016,75.29,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2017,73.58,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2018,79.32,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2019,81.62,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2020,79.39,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2021,83.74,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,North Macedonia,2024,90.81,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2013,78.04,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2014,80.32,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2015,81.00,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2016,81.41,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2017,84.77,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2018,84.14,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2019,86.08,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2020,90.36,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2021,90.54,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2022,93.39,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2023,93.54,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Malta,2024,95.58,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2013,94.63,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2014,95.78,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2015,95.97,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2016,96.66,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2017,98.23,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2018,98.00,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2019,98.41,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2020,96.95,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2021,98.56,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2022,98.28,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2023,98.86,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Netherlands,2024,99.04,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2013,94.29,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2014,93.07,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2015,96.60,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2016,97.05,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2017,96.65,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2018,96.01,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2019,98.38,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2020,96.20,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2021,98.93,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2022,99.01,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2023,99.01,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Norway,2024,98.10,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2013,71.90,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2014,74.76,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2015,75.78,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2016,80.45,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2017,81.88,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2018,84.19,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2019,86.75,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2020,90.38,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2021,92.42,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2022,93.33,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2023,93.30,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Poland,2024,95.89,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2013,62.34,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2014,64.87,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2015,70.23,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2016,74.05,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2017,76.94,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2018,79.43,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2019,80.94,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2020,84.49,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2021,87.34,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2022,88.15,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2023,89.01,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Portugal,2024,90.60,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2013,58.07,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2014,60.54,b,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2015,67.71,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2016,72.40,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2017,76.45,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2018,80.89,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2019,83.61,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2020,86.24,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2021,88.74,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2022,89.41,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2023,92.00,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Romania,2024,94.57,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2015,63.76,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2017,68.03,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2018,72.91,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2019,80.14,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2020,80.95,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2021,81.51,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2022,83.24,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2023,85.39,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Serbia,2024,88.85,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2013,92.59,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2014,89.57,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2015,91.03,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2016,93.80,b,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2017,94.73,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2018,93.42,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2019,96.06,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2020,93.94,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2021,93.23,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2022,94.33,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2023,94.87,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Sweden,2024,95.43,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2013,75.62,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2014,76.80,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2015,77.64,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2016,78.42,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2017,81.74,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2018,86.68,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2019,88.96,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2020,89.97,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2021,93.04,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2022,92.60,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2023,93.72,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovenia,2024,94.13,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2013,77.91,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2014,78.35,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2015,79.48,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2016,80.52,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2017,81.33,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2018,80.84,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2019,82.19,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2020,85.78,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2021,89.96,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2022,90.65,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2023,90.60,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Slovakia,2024,90.54,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2013,49.08,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2014,60.24,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2015,69.54,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2016,76.34,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2017,80.74,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2018,83.79,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2019,88.30,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2020,90.73,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2021,91.98,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2022,94.15,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2023,95.54,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Türkiye,2024,96.45,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2013,88.45,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2014,90.34,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2015,91.25,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2016,93.48,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2017,93.99,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2018,94.85,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2019,95.85,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,United Kingdom,2020,97.30,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Kosovo*,2017,88.77,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Kosovo*,2018,93.20,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Kosovo*,2019,93.19,,
ESTAT:TIN00134(1.0),27/05/25 11:00:00,Annual,Percentage of households,Total,Kosovo*,2020,96.44,,
